wordset	p_affinity
1_1_O:C_O_N-G_CA:N_CA_C 1_4_C:C_C_C-L_CD2:CD1_CD2_CB 1_6_O:N_O_C-L_CD1:CB_CD1_CD2 2_4_C:C_C_C-L_CD2:CD1_CD2_CB 2_4_O:C_O_C-L_CD2:CD1_CD2_CB 2_6_C:C_C_C-L_CD2:CD1_CD2_CB 2_1_O:C_O_C-L_CD2:CD1_CD2_CB 2_6_N:C_N_C-M_O:C_N_CA 1_4_N:C_N_C-M_SD:CG_SD_SD 2_1_O:O_O_N-M_SD:CG_SD_SD 2_4_C:C_C_C-A_CB:N_CA_C 1_4_C:C_C_C-V_O:C_N_CA 1_4_C:C_C_C-L_CD2:CD1_CD2_CB 1_4_C:C_C_C-L_CD2:CD1_CD2_CB 1_4_C:C_C_C-D_O:C_N_CA 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_6_C:C_C_C-E_OE2:OE1_OE2_CG	8.327902142064282
1_1_C:C_C_C-S_O:C_N_CA 1_6_O:C_O_C-T_OG1:CA_CG2_OG1 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_6_C:C_C_S-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-E_OE1:CG_OE1_OE2 1_6_O:C_O_C-E_OE1:CG_OE1_OE2 2_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-D_OD1:CB_OD1_OD2 1_4_C:C_C_C-D_OD2:OD1_OD2_CB 1_1_C:C_C_C-D_OD1:CB_OD1_OD2 2_1_C:C_C_C-A_CB:N_CA_C 2_4_C:C_C_C-A_CB:N_CA_C	5.6777807052660805
1_6_C:C_C_C-Y_OH:CE1_OH_CE2 1_1_N:N_C_C-Y_CE1:CD1_CE1_CZ 1_5_C:N_C_C-Y_CE1:CD1_CE1_CZ 1_1_O:C_O_C-L_CD1:CB_CD1_CD2 2_4_C:C_C_C-L_CD2:CD1_CD2_CB 1_3_C:C_C_C-G_CA:N_CA_C 1_4_C:C_C_C-L_CD1:CB_CD1_CD2 1_4_C:C_C_C-R_NE:CD_NE_CZ 1_6_C:C_C_C-R_O:C_N_CA 1_6_C:C_C_C-P_O:C_N_CA 1_4_C:C_C_C-P_CB:CG_CB_CA 1_6_O:C_O_C-P_O:C_N_CA 2_6_C:C_C_C-P_CB:CG_CB_CA 2_4_C:C_C_C-P_CB:CG_CB_CA 1_4_C:C_C_C-D_O:C_N_CA 2_1_C:C_C_C-D_O:C_N_CA 2_4_O:N_O_C-D_O:C_N_CA 2_4_N:C_N_O-D_O:C_N_CA 2_3_C:O_C_C-D_O:C_N_CA 1_6_C:C_C_C-V_CG2:CG1_CG2_CA 2_1_F:C_F_C-V_CG1:CA_CG1_CG2 1_6_C:C_C_C-V_O:C_N_CA 2_4_C:C_C_C-V_CG1:CA_CG1_CG2 1_4_C:C_C_C-V_CG2:CG1_CG2_CA	5.080921907623926
1_6_C:C_C_C-H_NE2:CE1_NE2_CD2 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_4_C:N_C_C-E_O:C_N_CA 2_1_N:C_N_C-E_OE2:OE1_OE2_CG 2_4_C:C_C_C-E_OE1:CG_OE1_OE2 1_4_N:C_N_C-V_O:C_N_CA 1_1_C:N_C_C-F_CE1:CD1_CE1_CZ 2_6_O:N_O_C-F_CD2:CE2_CD2_CG 2_6_C:N_C_C-F_CD2:CE2_CD2_CG 2_6_C:C_C_C-Y_OH:CE1_OH_CE2 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 2_1_F:C_F_C-Y_OH:CE1_OH_CE2 2_1_F:C_F_C-Y_CE1:CD1_CE1_CZ 2_1_O:N_O_C-Y_CE2:CZ_CE2_CD2 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 1_4_C:C_C_C-V_CG2:CG1_CG2_CA 1_6_F:C_F_C-V_CG1:CA_CG1_CG2	8.18045606445813
2_1_O:N_O_N-R_NH1:NE_NH1_NH2 2_6_C:C_C_C-R_NH2:NH1_NH2_NE 2_2_N:C_N_C-R_NH2:NH1_NH2_NE 2_6_C:C_C_C-R_NH1:NE_NH1_NH2 2_5_C:C_C_C-F_CZ:CE1_CZ_CE2 1_1_C:C_C_C-Y_OH:CE1_OH_CE2 2_1_O:N_O_C-Y_OH:CE1_OH_CE2 2_6_N:C_N_C-Y_OH:CE1_OH_CE2 2_4_C:C_C_C-Y_CD2:CE2_CD2_CG 2_3_C:N_C_C-Y_O:C_N_CA 1_4_C:C_C_C-Y_CE2:CZ_CE2_CD2 1_6_C:C_C_C-Y_OH:CE1_OH_CE2 2_3_C:N_C_C-Y_CE2:CZ_CE2_CD2 2_5_C:C_C_C-Y_CE2:CZ_CE2_CD2 2_1_N:C_N_C-V_CG2:CG1_CG2_CA 2_1_C:C_C_C-H_CD2:NE2_CD2_CG	9.0
1_3_N:C_N_C-F_CZ:CE1_CZ_CE2 1_3_C:C_C_C-Y_CE2:CZ_CE2_CD2 1_6_C:C_C_C-Y_CE2:CZ_CE2_CD2 2_1_N:C_N_C-Y_OH:CE1_OH_CE2 2_3_C:N_C_C-Y_OH:CE1_OH_CE2 2_4_C:N_C_C-Q_O:C_N_CA 2_1_F:C_F_C-S_OG:OG_CB_CA 2_4_C:C_C_C-Y_O:C_N_CA 2_1_F:C_F_C-Y_CD2:CE2_CD2_CG 2_6_F:C_F_C-Y_CE2:CZ_CE2_CD2 2_4_C:C_C_C-Y_CE2:CZ_CE2_CD2	8.173925197299173
1_4_C:C_C_C-F_CE1:CD1_CE1_CZ 1_6_C:C_C_C-F_CZ:CE1_CZ_CE2 2_1_N:C_N_C-F_CE1:CD1_CE1_CZ 1_4_C:C_C_C-F_CE1:CD1_CE1_CZ 2_4_C:N_C_C-F_CE2:CZ_CE2_CD2 2_6_N:O_N_C-F_CE2:CZ_CE2_CD2 1_1_F:C_F_C-F_CD1:CG_CD1_CE1 2_1_F:F_F_F-R_NH2:NH1_NH2_NE 1_6_F:F_F_F-Y_OH:CE1_OH_CE2 2_3_N:N_N_C-Y_OH:CE1_OH_CE2 2_6_N:N_N_C-Y_OH:CE1_OH_CE2 2_4_C:C_C_C-Y_CE1:CD1_CE1_CZ 2_6_C:C_C_C-Y_OH:CE1_OH_CE2 1_4_C:N_C_C-C_O:C_N_CA 2_1_F:F_F_F-Q_OE1:CG_OE1_NE2 2_1_F:F_F_F-Q_O:C_N_CA 2_6_C:C_C_C-Y_CE2:CZ_CE2_CD2 2_3_N:N_N_C-Y_OH:CE1_OH_CE2 2_3_C:N_C_C-Y_OH:CE1_OH_CE2	7.7447274948966935
1_6_F:C_F_C-R_NH2:NH1_NH2_NE 1_4_C:C_C_C-R_NH1:NE_NH1_NH2 1_6_C:O_C_C-R_NE:CD_NE_CZ 1_6_N:C_N_F-E_OE1:CG_OE1_OE2 1_4_C:C_C_C-E_O:C_N_CA 2_6_C:C_C_C-E_OE1:CG_OE1_OE2 2_6_F:C_F_C-E_OE1:CG_OE1_OE2 2_1_N:C_N_C-F_CD1:CG_CD1_CE1 2_1_F:C_F_C-F_CD2:CE2_CD2_CG 1_6_C:C_C_C-F_CD1:CG_CD1_CE1 1_1_O:N_O_C-F_CE2:CZ_CE2_CD2 1_1_F:F_F_F-F_CZ:CE1_CZ_CE2 2_1_F:O_F_C-F_CD2:CE2_CD2_CG 2_6_C:C_C_C-Y_CE2:CZ_CE2_CD2 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 2_4_C:C_C_C-Y_CD2:CE2_CD2_CG 2_6_N:C_N_F-Y_CE2:CZ_CE2_CD2	8.585026652029182
1_3_C:N_C_C-R_NH1:NE_NH1_NH2 1_6_N:N_N_C-R_NH2:NH1_NH2_NE 1_2_N:C_N_C-E_OE2:OE1_OE2_CG 2_1_O:N_O_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-E_O:C_N_CA 2_1_O:O_O_C-S_OG:OG_CB_CA 1_3_N:O_N_C-F_CE1:CD1_CE1_CZ 1_6_C:C_C_S-F_CE1:CD1_CE1_CZ 2_4_C:C_C_C-F_CE1:CD1_CE1_CZ 2_1_C:O_C_O-F_CD2:CE2_CD2_CG 2_6_C:C_C_C-F_CZ:CE1_CZ_CE2 1_1_O:O_O_C-R_NH1:NE_NH1_NH2 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 1_2_O:N_O_C-Y_OH:CE1_OH_CE2 1_6_F:C_F_C-Y_CE2:CZ_CE2_CD2 2_3_C:N_C_C-Y_CE2:CZ_CE2_CD2 2_2_C:C_C_C-Y_CD2:CE2_CD2_CG 1_6_C:C_C_C-Y_CE1:CD1_CE1_CZ 2_6_O:N_O_C-Y_CE2:CZ_CE2_CD2 2_1_F:C_F_C-R_NH2:NH1_NH2_NE 1_6_C:C_C_C-V_CG2:CG1_CG2_CA 1_1_N:C_N_C-H_NE2:CE1_NE2_CD2	7.721246399047171
1_6_C:C_C_C-R_NH1:NE_NH1_NH2 1_2_N:C_N_C-R_NH1:NE_NH1_NH2 2_4_C:C_C_C-R_NE:CD_NE_CZ 2_6_C:C_C_C-R_CD:CG_CD_NE 2_6_N:C_N_C-R_NE:CD_NE_CZ 2_6_C:C_C_C-E_OE2:OE1_OE2_CG 1_2_N:O_N_C-F_CE1:CD1_CE1_CZ 2_2_C:C_C_C-Y_OH:CE1_OH_CE2 2_6_C:C_C_C-Y_CE1:CD1_CE1_CZ 2_3_C:C_C_C-Y_OH:CE1_OH_CE2 2_1_L:C_L_C-Y_CE2:CZ_CE2_CD2 2_6_O:N_O_C-Y_OH:CE1_OH_CE2 2_6_N:N_N_C-Y_CE1:CD1_CE1_CZ 2_4_C:C_C_C-Y_CE1:CD1_CE1_CZ 1_4_C:C_C_C-Y_CD2:CE2_CD2_CG 1_4_C:C_C_C-P_O:C_N_CA 2_6_C:C_C_S-S_OG:OG_CB_CA 2_1_O:O_O_C-Q_O:C_N_CA 2_1_C:O_C_O-Q_O:C_N_CA 1_1_O:O_O_C-K_CG:CB_CG_CD 1_2_C:C_C_C-Y_OH:CE1_OH_CE2 1_6_F:C_F_C-Y_OH:CE1_OH_CE2 1_3_C:C_C_C-Y_OH:CE1_OH_CE2 1_3_O:N_O_C-Y_CE2:CZ_CE2_CD2	9.67778070526608
2_6_O:N_O_C-E_OE2:OE1_OE2_CG 2_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_6_N:N_N_C-E_O:C_N_CA 1_6_N:C_N_C-E_O:C_N_CA 2_6_C:N_C_C-E_OE1:CG_OE1_OE2 1_6_C:C_C_C-E_OE1:CG_OE1_OE2 1_1_F:F_F_F-V_O:C_N_CA 2_1_C:N_C_C-F_CE1:CD1_CE1_CZ 1_4_C:N_C_C-F_CE1:CD1_CE1_CZ 2_1_F:F_F_F-F_CD1:CG_CD1_CE1 2_6_N:N_N_C-F_CD2:CE2_CD2_CG 1_4_C:C_C_C-Y_CE1:CD1_CE1_CZ 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 2_6_F:C_F_C-Y_CE2:CZ_CE2_CD2 1_1_F:O_F_C-Y_OH:CE1_OH_CE2 2_4_C:C_C_C-Y_CE2:CZ_CE2_CD2 2_1_F:F_F_F-R_NH2:NH1_NH2_NE 1_2_N:C_N_C-R_NH1:NE_NH1_NH2 2_1_F:C_F_C-V_CG2:CG1_CG2_CA 2_6_F:C_F_C-V_CG2:CG1_CG2_CA 2_6_C:C_C_C-H_NE2:CE1_NE2_CD2	7.6020599913279625
2_1_O:N_O_C-R_CD:CG_CD_NE 1_1_N:C_N_C-R_NH2:NH1_NH2_NE 1_6_C:C_C_C-R_NH1:NE_NH1_NH2 2_3_C:N_C_C-H_CE1:ND1_CE1_NE2 2_6_N:C_N_C-E_OE2:OE1_OE2_CG 2_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-F_CZ:CE1_CZ_CE2 1_1_C:C_C_O-Y_CD1:CG_CD1_CE1 1_4_C:C_C_C-Y_CE1:CD1_CE1_CZ 2_4_C:C_C_C-Y_OH:CE1_OH_CE2 2_6_C:C_C_C-Y_OH:CE1_OH_CE2 1_1_O:N_O_C-P_CD:N_CD_CG 1_6_C:N_C_C-Y_CE2:CZ_CE2_CD2 1_1_C:C_C_C-Y_OH:CE1_OH_CE2	7.795880017344075
2_6_N:N_N_C-R_NH1:NE_NH1_NH2 2_6_N:N_N_C-R_NH1:NE_NH1_NH2 1_3_N:N_N_C-R_CD:CG_CD_NE 1_6_C:C_C_C-F_CZ:CE1_CZ_CE2 2_6_N:C_N_C-F_CZ:CE1_CZ_CE2 1_1_F:C_F_C-R_NH2:NH1_NH2_NE 2_1_F:C_F_C-C_SG:SG_CB_CA 2_1_F:C_F_C-G_CA:N_CA_C 1_4_C:C_C_C-G_CA:N_CA_C 2_4_C:C_C_C-Y_OH:CE1_OH_CE2 2_4_C:C_C_C-Y_OH:CE1_OH_CE2	7.6777807052660805
1_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_6_C:C_C_C-E_OE1:CG_OE1_OE2 2_6_C:C_C_C-E_OE1:CG_OE1_OE2 2_1_O:N_O_C-S_OG:OG_CB_CA 1_6_C:C_C_C-F_CE2:CZ_CE2_CD2 2_4_C:C_C_C-F_CD2:CE2_CD2_CG 1_4_C:C_C_C-F_CE1:CD1_CE1_CZ 1_4_C:C_C_C-F_CD1:CG_CD1_CE1 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 1_4_C:C_C_C-V_CG2:CG1_CG2_CA 2_6_F:C_F_C-W_CZ3:CE3_CZ3_CH2 1_6_C:C_C_C-Y_CE2:CZ_CE2_CD2 2_1_N:C_N_C-Y_OH:CE1_OH_CE2 1_4_C:C_C_C-Y_CE2:CZ_CE2_CD2 1_4_C:C_C_C-V_CG2:CG1_CG2_CA 2_1_F:C_F_C-H_NE2:CE1_NE2_CD2	7.494850021680094
1_3_C:N_C_C-H_CE1:ND1_CE1_NE2 2_1_O:N_O_C-H_NE2:CE1_NE2_CD2 2_1_N:C_N_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_1_C:C_C_C-F_CZ:CE1_CZ_CE2 1_6_C:C_C_C-F_CZ:CE1_CZ_CE2 1_1_C:C_C_C-F_CD2:CE2_CD2_CG 1_6_O:N_O_C-F_CZ:CE1_CZ_CE2 1_4_C:C_C_C-Y_CE1:CD1_CE1_CZ 1_4_C:C_C_C-Y_CE2:CZ_CE2_CD2 1_6_C:N_C_C-Y_CE2:CZ_CE2_CD2 2_4_C:C_C_C-W_CH2:CZ3_CH2_CZ2 2_4_C:C_C_C-W_CH2:CZ3_CH2_CZ2 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 2_6_C:C_C_C-Y_CE2:CZ_CE2_CD2 2_2_N:N_N_C-V_CG2:CG1_CG2_CA 1_2_N:C_N_C-V_CG1:CA_CG1_CG2 2_6_N:N_N_C-H_CE1:ND1_CE1_NE2 2_4_C:N_C_N-H_CE1:ND1_CE1_NE2	8.638272163982407
1_4_C:C_C_C-R_NH1:NE_NH1_NH2 2_1_N:C_N_C-E_OE2:OE1_OE2_CG 2_3_C:C_C_C-F_CZ:CE1_CZ_CE2 1_6_C:C_C_C-F_CZ:CE1_CZ_CE2 1_4_C:C_C_C-F_CE2:CZ_CE2_CD2 1_4_C:C_C_C-F_CE1:CD1_CE1_CZ 2_3_C:N_C_C-F_CZ:CE1_CZ_CE2 1_4_C:C_C_C-F_CE2:CZ_CE2_CD2 1_1_C:C_C_C-Y_CE2:CZ_CE2_CD2 1_6_C:C_C_C-Y_OH:CE1_OH_CE2 1_6_C:C_C_C-Y_CD1:CG_CD1_CE1 1_1_O:N_O_C-Y_CE1:CD1_CE1_CZ 1_1_F:F_F_C-C_O:C_N_CA 2_1_F:F_F_C-S_OG:OG_CB_CA 2_4_C:C_C_C-Y_OH:CE1_OH_CE2 1_3_C:N_C_C-Y_OH:CE1_OH_CE2 1_6_O:N_O_C-Y_OH:CE1_OH_CE2	8.318758762624412
1_4_C:C_C_C-E_OE2:OE1_OE2_CG 2_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_3_C:N_C_C-E_OE1:CG_OE1_OE2 2_1_N:C_N_C-E_OE2:OE1_OE2_CG 1_6_C:C_C_C-E_O:C_N_CA 1_4_C:C_C_C-V_O:C_N_CA 1_4_C:C_C_C-V_O:C_N_CA 2_6_C:C_C_C-S_OG:OG_CB_CA 2_4_C:C_C_C-S_O:C_N_CA 1_1_O:N_O_C-F_CE1:CD1_CE1_CZ 2_1_N:O_N_C-F_CZ:CE1_CZ_CE2 1_4_C:C_C_C-F_CE2:CZ_CE2_CD2 2_4_C:C_C_C-F_CD2:CE2_CD2_CG 2_6_C:N_C_C-F_CZ:CE1_CZ_CE2 1_4_C:C_C_C-V_CG2:CG1_CG2_CA 2_6_F:C_F_C-Y_OH:CE1_OH_CE2 1_4_C:C_C_C-Y_CE1:CD1_CE1_CZ 1_6_C:C_C_C-Y_CE1:CD1_CE1_CZ 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 1_4_C:C_C_C-V_CG2:CG1_CG2_CA	7.0
1_4_C:C_C_C-R_NH1:NE_NH1_NH2 2_4_C:C_C_C-E_OE2:OE1_OE2_CG 2_6_C:C_C_C-Y_OH:CE1_OH_CE2 2_6_C:C_C_C-Y_OH:CE1_OH_CE2 2_3_C:C_C_C-Y_CD2:CE2_CD2_CG 1_3_C:C_C_C-V_CG2:CG1_CG2_CA 2_4_C:N_C_C-Y_CE2:CZ_CE2_CD2 1_3_C:C_C_C-V_CG2:CG1_CG2_CA 1_4_C:C_C_C-H_CE1:ND1_CE1_NE2 2_4_C:C_C_C-H_CD2:NE2_CD2_CG	4.522878745280337
1_4_C:C_C_C-D_OD1:CB_OD1_OD2 1_4_C:N_C_C-L_CD1:CB_CD1_CD2 2_3_C:N_C_C-L_CD2:CD1_CD2_CB 2_6_N:C_N_C-L_CD2:CD1_CD2_CB 1_6_N:N_N_C-E_OE1:CG_OE1_OE2 1_1_O:O_O_C-F_O:C_N_CA 1_5_C:C_C_C-F_CZ:CE1_CZ_CE2 1_4_N:C_N_C-F_CD1:CG_CD1_CE1 1_5_C:C_C_C-F_CE2:CZ_CE2_CD2 2_6_O:O_O_C-R_CG:CB_CG_CD 1_6_C:C_C_N-F_CZ:CE1_CZ_CE2 1_4_O:C_O_C-F_CE2:CZ_CE2_CD2 2_4_N:C_N_C-F_CD1:CG_CD1_CE1 2_4_N:C_N_C-F_CD1:CG_CD1_CE1 1_6_N:C_N_C-F_CD1:CG_CD1_CE1 1_4_N:C_N_C-F_CE1:CD1_CE1_CZ 2_4_C:C_C_C-F_CD2:CE2_CD2_CG 2_4_C:C_C_C-S_OG:OG_CB_CA 1_6_C:C_C_C-I_CG2:CB_CG1_CD1 2_4_C:C_C_C-I_CD1:CD1_CG1_CB 2_4_C:C_C_C-P_CG:CD_CG_CB 2_4_C:C_C_C-P_CD:N_CD_CG 1_4_C:C_C_C-N_OD1:CB_OD1_ND2 1_6_C:O_C_C-L_CD1:CB_CD1_CD2 1_3_C:O_C_C-L_CD2:CD1_CD2_CB 1_3_C:C_C_C-R_NH2:NH1_NH2_NE 1_1_N:N_N_C-Y_OH:CE1_OH_CE2 1_1_N:N_N_N-T_OG1:CA_CG2_OG1	8.958607314841775
1_1_O:O_O_C-Q_O:C_N_CA 1_1_O:O_O_C-L_CD2:CD1_CD2_CB 1_2_C:N_C_C-L_O:C_N_CA 2_6_C:C_C_L-V_CG1:CA_CG1_CG2 1_4_C:N_C_C-I_O:C_N_CA 2_2_N:C_N_C-T_OG1:CA_CG2_OG1 2_2_N:C_N_N-T_OG1:CA_CG2_OG1 1_4_C:C_C_C-G_O:C_N_CA 1_6_N:C_N_C-G_O:C_N_CA 2_1_L:C_L_F-P_CG:CD_CG_CB 1_6_F:C_F_C-P_CD:N_CD_CG 2_4_C:C_C_C-P_CG:CD_CG_CB	7.102372908709558
1_1_O:N_O_C-G_CA:N_CA_C 2_3_C:N_C_C-G_CA:N_CA_C 1_6_C:C_C_L-A_O:C_N_CA 2_1_O:N_O_C-V_CG2:CG1_CG2_CA 1_4_C:C_C_C-A_CB:N_CA_C 1_1_C:O_C_C-K_CD:CG_CD_CE 2_4_C:C_C_C-K_CB:CA_CB_CG 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_6_O:C_O_C-E_OE1:CG_OE1_OE2 2_4_C:C_C_C-E_OE2:OE1_OE2_CG 2_4_N:C_N_C-T_CG2:CG2_OG1_CA 2_4_C:C_C_C-T_CG2:CG2_OG1_CA 2_6_C:C_C_C-M_O:C_N_CA 1_6_C:C_C_N-M_O:C_N_CA 1_4_C:C_C_C-M_O:C_N_CA 2_5_N:C_N_C-G_CA:N_CA_C 2_4_N:C_N_C-A_O:C_N_CA 2_4_C:C_C_C-L_CD2:CD1_CD2_CB 2_1_S:C_S_N-L_CD2:CD1_CD2_CB 2_4_C:C_C_C-P_CD:N_CD_CG 2_4_C:C_C_C-P_CG:CD_CG_CB 2_4_C:C_C_C-P_CD:N_CD_CG	6.140261433802853
1_6_C:C_C_C-A_CB:N_CA_C 1_6_N:C_N_C-A_CB:N_CA_C 2_2_C:N_C_C-K_NZ:NZ_CE_CD 2_6_C:C_C_C-K_CG:CB_CG_CD 1_3_N:N_N_C-I_CG2:CB_CG1_CD1 1_6_N:C_N_N-T_OG1:CA_CG2_OG1 1_3_N:N_N_C-E_O:C_N_CA 1_4_C:C_C_C-Y_OH:CE1_OH_CE2 1_4_C:C_C_C-Y_CD1:CG_CD1_CE1 1_6_C:C_C_C-Y_OH:CE1_OH_CE2 2_3_C:N_C_C-Y_OH:CE1_OH_CE2 2_3_C:N_C_C-Y_OH:CE1_OH_CE2 2_1_O:N_O_C-M_O:C_N_CA 1_3_C:N_C_C-N_O:C_N_CA 2_4_C:C_C_C-G_CA:N_CA_C 1_4_C:C_C_C-N_O:C_N_CA 1_4_C:C_C_C-N_O:C_N_CA 2_4_C:C_C_C-N_OD1:CB_OD1_ND2 1_4_C:C_C_C-I_O:C_N_CA 2_6_C:C_C_C-L_CD2:CD1_CD2_CB 2_4_C:C_C_C-L_CD2:CD1_CD2_CB 2_4_C:C_C_C-L_CD2:CD1_CD2_CB 2_4_N:C_N_C-L_CD2:CD1_CD2_CB 2_2_C:N_C_C-L_CD2:CD1_CD2_CB 2_1_O:N_O_C-D_O:C_N_CA 1_6_O:C_O_C-D_OD2:OD1_OD2_CB	8.045757490560675
1_4_C:C_C_C-L_CD1:CB_CD1_CD2 2_4_C:C_C_C-L_CD2:CD1_CD2_CB 1_3_N:C_N_C-E_OE1:CG_OE1_OE2 2_6_C:C_C_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_3_C:N_C_C-E_OE2:OE1_OE2_CG 1_6_C:C_C_C-E_OE2:OE1_OE2_CG 1_6_C:N_C_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-V_CG2:CG1_CG2_CA 1_4_C:C_C_C-V_CG2:CG1_CG2_CA 1_4_C:C_C_C-L_CD2:CD1_CD2_CB 1_4_C:C_C_C-A_CB:N_CA_C 1_4_C:C_C_C-A_CB:N_CA_C 1_4_C:C_C_C-G_CA:N_CA_C 1_6_C:C_C_N-G_CA:N_CA_C 2_1_C:C_C_C-G_CA:N_CA_C 1_4_C:C_C_C-L_CD2:CD1_CD2_CB 1_4_C:C_C_C-L_CD1:CB_CD1_CD2 1_4_C:N_C_C-F_CZ:CE1_CZ_CE2 2_4_C:C_C_C-F_CE1:CD1_CE1_CZ 2_4_C:C_C_C-F_CE1:CD1_CE1_CZ 2_6_C:C_C_C-F_CE1:CD1_CE1_CZ 1_6_C:C_C_C-L_CD2:CD1_CD2_CB	6.721246399047171
1_4_C:C_C_C-M_SD:CG_SD_SD 1_4_C:C_C_C-T_OG1:CA_CG2_OG1 1_6_C:N_C_C-A_CB:N_CA_C 2_6_C:C_C_C-A_CB:N_CA_C 2_4_C:C_C_C-A_O:C_N_CA 1_1_O:O_O_C-D_OD2:OD1_OD2_CB 1_4_C:C_C_C-E_OE1:CG_OE1_OE2 1_4_C:C_C_C-W_CZ3:CE3_CZ3_CH2 1_4_C:C_C_C-W_CZ3:CE3_CZ3_CH2 1_4_C:C_C_C-L_CD1:CB_CD1_CD2 1_6_C:C_C_C-L_CD1:CB_CD1_CD2 1_4_C:C_C_C-L_CD1:CB_CD1_CD2 1_6_C:C_C_C-L_CD2:CD1_CD2_CB 1_6_O:C_O_C-L_CD2:CD1_CD2_CB 2_4_C:C_C_C-M_CG:CB_CG_SD 2_6_C:C_C_C-F_CE1:CD1_CE1_CZ 2_4_C:C_C_C-F_CE1:CD1_CE1_CZ 2_1_C:C_C_N-F_CZ:CE1_CZ_CE2 1_6_C:C_C_N-M_SD:CG_SD_SD 1_4_C:C_C_C-M_SD:CG_SD_SD 1_4_C:N_C_C-I_CG2:CB_CG1_CD1 2_1_C:C_C_C-I_CD1:CD1_CG1_CB 2_6_C:C_C_C-G_CA:N_CA_C 1_1_C:C_C_C-L_CD2:CD1_CD2_CB 1_5_C:C_C_C-L_CD2:CD1_CD2_CB 2_6_C:C_C_C-L_CD2:CD1_CD2_CB	7.769551078621726
1_4_C:C_C_C-L_O:C_N_CA 1_4_C:C_C_C-L_CD2:CD1_CD2_CB 2_4_C:C_C_C-T_OG1:CA_CG2_OG1 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 2_6_O:C_O_C-E_OE2:OE1_OE2_CG 1_1_O:C_O_C-E_OE1:CG_OE1_OE2 1_5_C:N_C_C-M_SD:CG_SD_SD 1_1_N:N_C_C-M_SD:CG_SD_SD 1_1_F:C_F_C-L_O:C_N_CA 1_6_F:C_F_C-L_CD2:CD1_CD2_CB 2_4_C:C_C_C-F_CE2:CZ_CE2_CD2 2_6_C:C_C_C-F_CE2:CZ_CE2_CD2 2_4_C:C_C_C-F_CE2:CZ_CE2_CD2 2_6_O:C_O_C-H_ND1:CG_ND1_CE1 2_6_C:C_C_C-H_ND1:CG_ND1_CE1 2_4_C:C_C_C-L_O:C_N_CA	8.568636235841012
1_6_C:C_C_C-A_CB:N_CA_C 2_4_C:C_C_C-A_O:C_N_CA 1_4_C:C_C_C-E_OE1:CG_OE1_OE2 1_1_O:C_O_C-E_OE2:OE1_OE2_CG 2_3_O:C_O_C-M_SD:CG_SD_SD 1_4_C:C_C_C-L_CD2:CD1_CD2_CB 2_4_C:C_C_C-F_CE2:CZ_CE2_CD2 2_6_O:C_O_C-F_CE2:CZ_CE2_CD2 1_5_C:N_C_C-G_O:C_N_CA 1_1_N:N_C_C-G_O:C_N_CA 2_4_C:C_C_C-H_ND1:CG_ND1_CE1 1_4_C:C_C_C-L_CD1:CB_CD1_CD2 2_1_O:C_O_C-L_CD1:CB_CD1_CD2	8.721246399047171
1_1_O:C_O_C-L_O:C_N_CA 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_6_C:C_C_C-E_OE2:OE1_OE2_CG 1_1_O:C_O_C-L_O:C_N_CA 1_4_C:C_C_C-M_CG:CB_CG_SD 2_4_C:C_C_C-R_NH2:NH1_NH2_NE 2_4_C:C_C_C-F_CE2:CZ_CE2_CD2 1_6_C:C_C_C-F_CE2:CZ_CE2_CD2 2_6_C:C_C_C-F_CE2:CZ_CE2_CD2 1_3_C:C_C_C-I_CG2:CB_CG1_CD1 2_4_C:C_C_C-G_CA:N_CA_C 2_4_C:C_C_C-H_ND1:CG_ND1_CE1 1_4_C:C_C_C-L_CD1:CB_CD1_CD2 2_1_O:C_O_C-L_CD1:CB_CD1_CD2	7.698970004336019
